ID Caso;ID Caso Relacionado;Año;Mes;Día;Código DANE de Municipio;Municipio;Departamento;Región;Modalidad;Presunto Responsable;Descripción Presunto Responsable;Abandono o Despojo Forzado de Tierras;Amenaza o Intimidación;Ataque Contra Misión Médica;Confinamiento o Restricción a la Movilidad;Desplazamiento Forzado;Extorsión;Lesionados Civiles;Pillaje;Tortura;Violencia Basada en Género;Otro Hecho Simultáneo;Total de Víctimas del Caso;Tipo de Armas;Latitud;Longitud
100649;CR030032;1998;01;25;25530;PARATEBUENO;CUNDINAMARCA;PIEDEMONTE LLANERO;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;1;1;0;0;1;1;0;0;2;;VENTA A BAJO PRECIO.;5;ARMA DE FUEGO;4,368158959;-73,2416614
102446;;2007;10;17;27361;ISTMINA;CHOCO;VALLE DE SAN JUAN;ENGAÑO;GRUPO POSDESMOVILIZACIÓN;LOS RASTROJOS;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;4,586818665;-77,00090737
105517;;2005;12;07;44430;MAICAO;LA GUAJIRA;ALTA GUAJIRA;ASALTO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;11,378319;-72,241861
105564;;2000;06;18;44430;MAICAO;LA GUAJIRA;ALTA GUAJIRA;SICARIATO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;3;0;0;;;4;ARMA DE FUEGO;11,378319;-72,241861
105630;;2002;06;02;44430;MAICAO;LA GUAJIRA;ALTA GUAJIRA;SICARIATO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;11,38157764;-72,29500818
105646;;2002;08;06;44430;MAICAO;LA GUAJIRA;ALTA GUAJIRA;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;1;;;4;ARMA DE FUEGO;11,378319;-72,241861
106422;;1988;07;12;47001;SANTA MARTA;MAGDALENA;SIERRA NEVADA DE SANTA MARTA;RUTA;GRUPO PARAMILITAR;OTRO;0;0;0;0;0;0;0;0;1;;;5;ND;11,12189436;-73,88527855
107728;CR036098;2002;03;07;47001;SANTA MARTA;MAGDALENA;SIERRA NEVADA DE SANTA MARTA;ASALTO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;11,12189436;-73,88527855
108305;;1988;07;12;47189;CIENAGA;MAGDALENA;SIERRA NEVADA DE SANTA MARTA;RUTA;GRUPO PARAMILITAR;OTRO;1;1;0;0;1;0;0;0;2;;;5;ARMA DE FUEGO - OBJETO CONTUNDENTE;10,76964718;-74,02404322
108821;;1994;04;01;47189;CIENAGA;MAGDALENA;SIERRA NEVADA DE SANTA MARTA;ASALTO;GRUPO ARMADO NO IDENTIFICADO;GRUPO ARMADO NO DIRIMIDO;0;0;0;0;1;0;2;1;0;;;7;ARMA DE FUEGO;10,85754552;-74,02500493
109656;;1995;05;21;47268;EL RETEN;MAGDALENA;CIENAGA GRANDE DE SANTA MARTA;ASALTO;GRUPO PARAMILITAR;NO IDENTIFICADO;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;10,610445;-74,268412
110073;;1993;02;05;47053;ARACATACA;MAGDALENA;SIERRA NEVADA DE SANTA MARTA;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;OTRO;0;0;0;0;0;0;0;0;1;;;5;ND;10,64490877;-73,87972257
110860;;1997;12;31;47707;SANTA ANA;MAGDALENA;SUR DE MAGDALENA;DESCONOCIDA;GRUPO PARAMILITAR;NO IDENTIFICADO;0;0;0;0;0;0;0;0;0;;INTENTO DE OCULTAMIENTO DE CADÁVER;4;ND;9,503097215;-74,44419381
111718;;2002;04;15;50001;VILLAVICENCIO;META;PIEDEMONTE LLANERO;SICARIATO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;5;ARMA DE FUEGO;4,127404;-73,627486
11364;;1997;07;03;47189;CIENAGA;MAGDALENA;SIERRA NEVADA DE SANTA MARTA;RETÉN;GUERRILLA;ELN;0;0;0;0;0;0;0;0;2;;;4;ARMA CORTO PUNZANTE - OBJETO CONTUNDENTE;10,76964718;-74,02404322
114972;;1988;11;05;50711;VISTAHERMOSA;META;ARIARI GUAYABERO;INTERCEPTACIÓN;GUERRILLA;NO IDENTIFICADA;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;2,811616698;-73,66652234
116780;;2000;05;23;52835;SAN ANDRES DE TUMACO;NARIÑO;ANDEN PACIFICO SUR;ATAQUE INDISCRIMINADO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;1,574550638;-78,61540963
117105;;2002;05;05;54001;CUCUTA;NORTE DE SANTANDER;AREA METROPOLITANA DE CUCUTA;SICARIATO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;7,905613;-72,508577
117745;;2002;09;16;54001;CUCUTA;NORTE DE SANTANDER;AREA METROPOLITANA DE CUCUTA;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;1;0;0;0;0;1;0;0;;;4;ARMA DE FUEGO;7,905613;-72,508577
118230;;1999;11;03;54001;CUCUTA;NORTE DE SANTANDER;AREA METROPOLITANA DE CUCUTA;ATAQUE INDISCRIMINADO;GRUPO PARAMILITAR;NO IDENTIFICADO;0;0;0;0;0;0;5;0;0;;SEÑALAMIENTO;5;ARMA DE FUEGO;7,905613;-72,508577
120901;;1960;05;21;54001;CUCUTA;NORTE DE SANTANDER;AREA METROPOLITANA DE CUCUTA;INTERCEPTACIÓN;BANDOLERISMO;NO IDENTIFICADO;0;0;0;0;0;0;0;0;0;;;5;ARMA CORTO PUNZANTE - ARMA DE FUEGO;8,112041811;-72,48862641
122674;;2005;07;16;66001;PEREIRA;RISARALDA;EJE CAFETERO;DESCONOCIDA;DESCONOCIDO;NO APLICA;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO - ASFIXIA MEC NICA;4,803662773;-75,79579093
124357;CR046717;2002;05;09;68001;BUCARAMANGA;SANTANDER;PROVINCIA DE SOTO;ENGAÑO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;1;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;7,155833544;-73,11156997
124761;CR2017124761;1998;02;22;68081;BARRANCABERMEJA;SANTANDER;MAGDALENA MEDIO;ASALTO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;1;0;0;1;0;0;0;0;;;4;ARMA DE FUEGO;7,054074558;-73,78211646
124971;;1996;07;13;68081;BARRANCABERMEJA;SANTANDER;MAGDALENA MEDIO;SICARIATO;GRUPO ARMADO NO IDENTIFICADO;PRESENCIA GAO SIN ATRIBUCIÓN;0;0;0;0;1;0;0;0;0;;;4;ARMA DE FUEGO;7,064855;-73,849313
125942;;2000;07;22;68081;BARRANCABERMEJA;SANTANDER;MAGDALENA MEDIO;ASALTO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;1;0;0;;;4;ARMA DE FUEGO;7,064855;-73,849313
126731;;1990;02;26;68190;CIMITARRA;SANTANDER;MAGDALENA MEDIO;ASALTO;GRUPO PARAMILITAR;NO IDENTIFICADO;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;6,40972961;-74,17030427
126828;;1982;10;17;68190;CIMITARRA;SANTANDER;MAGDALENA MEDIO;DESCONOCIDA;GRUPO PARAMILITAR;MUERTE A SECUESTRADORES (MAS);0;1;0;0;0;0;0;1;7;;;7;ND;6,239058577;-74,26552138
12727;CR201712727;1998;10;26;86757;SAN MIGUEL;PUTUMAYO;BAJO PUTUMAYO;FALSO POSITIVO;AGENTE DEL ESTADO;EJÉRCITO NACIONAL;0;0;0;0;0;0;0;0;0;;;6;ARMA DE FUEGO;0,272449048;-76,84510459
128227;CR046280;2000;11;12;68575;PUERTO WILCHES;SANTANDER;MAGDALENA MEDIO;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;2;0;0;;;4;ARMA DE FUEGO;7,349039;-73,899068
128631;CR2017128631;2000;01;30;68655;SABANA DE TORRES;SANTANDER;MAGDALENA MEDIO;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;1;1;0;0;1;0;0;1;0;;ESTIGMATIZACIÓN/SEÑALAMIENTO;5;ARMA DE FUEGO;7,4065422;-73,57131807
129857;;2003;11;08;70215;COROZAL;SUCRE;MORROSQUILLO Y SABANAS DE SUCRE;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;4;ND;9,160624283;-75,23858178
129995;;2003;11;15;70235;GALERAS;SUCRE;MORROSQUILLO Y SABANAS DE SUCRE;ASALTO;GRUPO ARMADO NO IDENTIFICADO;GRUPO ARMADO NO DIRIMIDO;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;9,126505993;-74,89407735
130239;;1998;11;02;70508;OVEJAS;SUCRE;MONTES DE MARIA;RUTA;GRUPO PARAMILITAR;NO IDENTIFICADO;1;0;0;0;0;0;0;0;0;;;4;ND;9,549655271;-75,18855916
130742;CR2017130742;1996;12;04;70823;SAN JOSE DE TOLUVIEJO;SUCRE;MONTES DE MARIA;INCURSIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;1;1;0;0;1;0;0;1;12;;;12;ARMA DE FUEGO - MATERIAL INCENDIARIO;9,490297716;-75,44451115
131982;;2003;11;04;73283;FRESNO;TOLIMA;NORTE DEL TOLIMA;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO;0;0;0;0;0;0;0;0;2;;SEÑALAMIENTOS;5;ARMA DE FUEGO;5,186694812;-75,05228995
133638;;1995;12;07;73870;VILLAHERMOSA;TOLIMA;NORTE DEL TOLIMA;ATAQUE INDISCRIMINADO;GRUPO PARAMILITAR;NO IDENTIFICADO;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;4,965753461;-75,15592969
134262;;1995;04;09;76001;SANTIAGO DE CALI;VALLE DEL CAUCA;SUR DEL VALLE;ASALTO;GRUPO ARMADO NO IDENTIFICADO;NO APLICA;0;1;0;0;0;0;9;0;0;;;4;ARMA DE FUEGO;3,399043723;-76,57649259
135113;;2003;02;10;76109;BUENAVENTURA;VALLE DEL CAUCA;ANDEN PACIFICO SUR;ASALTO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;1;0;0;0;1;0;0;0;0;;;4;ARMA DE FUEGO;3,998361639;-76,97519277
136809;;2002;02;02;76275;FLORIDA;VALLE DEL CAUCA;SUR DEL VALLE;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;3,304104295;-76,16477307
137299;;2002;03;01;76520;PALMIRA;VALLE DEL CAUCA;SUR DEL VALLE;SICARIATO;GRUPO PARAMILITAR;NO IDENTIFICADO;0;1;0;0;1;0;0;0;0;;;4;ARMA DE FUEGO;3,520515347;-76,17071408
138992;;1990;06;08;81220;CRAVO NORTE;ARAUCA;LLANOS ORIENTALES;ASALTO;GUERRILLA;ELN;0;0;0;0;0;0;0;1;0;;;4;ARMA DE FUEGO;6,39654349;-70,07381197
139567;;1997;09;29;81736;SARAVENA;ARAUCA;SARARE;SICARIATO;GUERRILLA;FARC/ELN;0;1;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;6,953926;-71,872812
139942;;2007;10;23;81794;TAME;ARAUCA;SARARE;RETENCIÓN/EJECUCIÓN;GRUPO ARMADO NO IDENTIFICADO;NO APLICA;0;0;0;0;0;0;0;0;5;;;5;ARMA DE FUEGO;6,390650479;-71,79178647
142351;;1996;12;19;86568;PUERTO ASIS;PUTUMAYO;BAJO PUTUMAYO;RUTA;GUERRILLA;NO IDENTIFICADA;0;0;0;0;0;0;1;0;0;;;4;ARMA DE FUEGO - ARTEFACTO EXPLOSIVO;0,433884539;-76,52158203
142497;;1999;05;10;86568;PUERTO ASIS;PUTUMAYO;BAJO PUTUMAYO;ASALTO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;1;;;6;ARMA DE FUEGO;0,433884539;-76,52158203
146874;;1990;11;17;05001;MEDELLIN;ANTIOQUIA;VALLE DE ABURRA;RESISTENCIA A LA RETENCIÓN;GUERRILLA;NO IDENTIFICADA;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;6,250063;-75,578661
147289;;1997;12;15;05001;MEDELLIN;ANTIOQUIA;VALLE DE ABURRA;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;3;;;4;ARMA DE FUEGO;6,343340894;-75,69003897
147789;;1992;03;12;05045;APARTADO;ANTIOQUIA;URABA;DESCONOCIDA;GRUPO PARAMILITAR;NO IDENTIFICADO;1;1;0;0;1;0;0;0;0;;INTENTO DE RECLUTAMIENTO;7;ND;7,883257;-76,625135
148318;;1997;11;01;05045;APARTADO;ANTIOQUIA;URABA;DESCONOCIDA;GRUPO PARAMILITAR;NO IDENTIFICADO;0;1;0;0;0;0;0;0;2;;;6;ARMA DE FUEGO;7,864565017;-76,66883746
149731;;1993;01;23;05138;CAÑASGORDAS;ANTIOQUIA;OCCIDENTE ANTIOQUEÑO;ENGAÑO;GRUPO ARMADO NO IDENTIFICADO;GRUPO ARMADO NO DIRIMIDO;0;0;0;0;0;0;0;0;4;;;4;ARMA DE FUEGO;6,921257492;-76,03126526
150107;;1996;00;00;05154;CAUCASIA;ANTIOQUIA;BAJO CAUCA ANTIOQUEÑO;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;BLOQUE CENTRAL BOLÍVAR;0;0;0;0;0;0;0;0;2;;;4;ARMA DE FUEGO;7,867941792;-75,03501824
152261;;2000;01;23;05467;MONTEBELLO;ANTIOQUIA;SUROESTE ANTIOQUEÑO;FALSO POSITIVO;AGENTE DEL ESTADO - GRUPO PARAMILITAR;NO APLICA;0;0;0;0;0;0;0;0;2;;OCULTAMIENTO DE CADÁVER;4;ARMA DE FUEGO;5,917729977;-75,54635949
156825;CR036021;1995;11;15;13001;CARTAGENA DE INDIAS;BOLIVAR;CANAL DEL DIQUE;RUTA;GRUPO ARMADO NO IDENTIFICADO;NO APLICA;0;1;0;0;0;0;1;0;0;;;6;ARMA DE FUEGO;10,385126;-75,496269
157270;;1994;09;06;13244;EL CARMEN DE BOLIVAR;BOLIVAR;MONTES DE MARIA;RUTA;GRUPO ARMADO NO IDENTIFICADO;NO APLICA;1;1;0;0;1;0;0;0;0;;;4;ARMA DE FUEGO;9,582133841;-75,03568842
157579;;1996;05;30;13654;SAN JACINTO;BOLIVAR;MONTES DE MARIA;DESCONOCIDA;GRUPO PARAMILITAR;AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU);1;1;0;0;1;0;0;0;0;;;7;ARMA DE FUEGO;9,80481703;-75,2073624
157739;;1998;06;24;13670;SAN PABLO;BOLIVAR;MAGDALENA MEDIO;RUTA;GRUPO PARAMILITAR;BLOQUE CENTRAL BOLÍVAR;0;0;0;0;0;0;0;0;5;;;5;ARMA DE FUEGO;7,679542969;-73,86338774
157847;;1999;05;25;13744;SIMITI;BOLIVAR;MAGDALENA MEDIO;ASALTO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;5;ARMA DE FUEGO;7,845000908;-74,01472201
158895;;2002;04;27;18410;LA MONTAÑITA;CAQUETA;FLORENCIA Y AREA DE INFLUENCIA;RETENCIÓN/EJECUCIÓN;GUERRILLA;FARC;1;1;0;0;1;0;0;0;4;;;4;ARMA DE FUEGO;1,223428359;-75,32390944
160518;CR021640;1999;06;20;20001;VALLEDUPAR;CESAR;SIERRA NEVADA DE SANTA MARTA;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;5;;;5;ND;10,2239374;-73,49147102
161485;;1996;11;23;20383;LA GLORIA;CESAR;MAGDALENA MEDIO;DESCONOCIDA;GRUPO ARMADO NO IDENTIFICADO;NO APLICA;0;0;0;0;0;0;0;0;4;;;4;ARMA DE FUEGO;8,611747185;-73,63559006
162360;;1989;11;10;23580;PUERTO LIBERTADOR;CORDOBA;ALTO SINU Y SAN JORGE;FALSO POSITIVO;AGENTE DEL ESTADO;EJÉRCITO NACIONAL;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;7,78160473;-75,7795249
162668;;1991;06;30;23855;VALENCIA;CORDOBA;URABA;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;NO IDENTIFICADO;0;1;0;0;1;0;0;0;2;;;4;ARMA DE FUEGO;8,175460769;-76,17018321
163072;;1986;08;03;25885;YACOPI;CUNDINAMARCA;MAGDALENA MEDIO;RUTA;GUERRILLA;FARC;0;1;0;0;1;0;0;0;0;;;4;ARMA DE FUEGO;5,594240312;-74,38946399
164085;;2000;12;05;44090;DIBULLA;LA GUAJIRA;SIERRA NEVADA DE SANTA MARTA;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;1;0;0;1;1;0;0;0;4;;;4;ARMA CORTO PUNZANTE - ARMA DE FUEGO;11,09029715;-73,43568788
164509;;2006;04;02;44650;SAN JUAN DEL CESAR;LA GUAJIRA;SIERRA NEVADA DE SANTA MARTA;FALSO POSITIVO;AGENTE DEL ESTADO;EJÉRCITO NACIONAL;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;10,74742823;-73,02923056
170331;;1998;10;16;68081;BARRANCABERMEJA;SANTANDER;MAGDALENA MEDIO;ATAQUE INDISCRIMINADO;GRUPO ARMADO NO IDENTIFICADO;NO APLICA;0;0;0;0;0;0;0;0;0;;;6;ARMA DE FUEGO;7,064855;-73,849313
172143;;1995;12;07;70708;SAN MARCOS;SUCRE;LA MOJANA;INTERCEPTACIÓN;GRUPO PARAMILITAR;NO IDENTIFICADO;0;1;0;0;0;1;0;0;0;;;5;ARMA DE FUEGO;8,665102454;-75,20848415
172225;;1997;03;19;70713;SAN ONOFRE;SUCRE;MONTES DE MARIA;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;1;0;1;1;0;0;0;0;;;4;ARMA DE FUEGO;9,897567531;-75,573028
172612;CR016033;2000;01;21;73067;ATACO;TOLIMA;SUR DEL TOLIMA;DESCONOCIDA;GUERRILLA;FARC;0;0;0;0;0;0;0;1;0;;;4;ND;3,397816313;-75,60687957
172932;CR008504;1958;08;09;73504;ORTEGA;TOLIMA;SUR DEL TOLIMA;DESCONOCIDA;BANDOLERISMO;NO IDENTIFICADO;0;0;0;0;0;0;0;0;0;;;7;ARMA CORTO PUNZANTE - ARMA DE FUEGO;3,872749954;-75,38193439
174815;;2009;10;02;81736;SARAVENA;ARAUCA;SARARE;RETENCIÓN/EJECUCIÓN;GUERRILLA;ELN;0;0;0;0;0;0;0;0;5;;;5;ARMA DE FUEGO;7,032627821;-71,69737096
177031;CR042069;1996;11;22;20001;VALLEDUPAR;CESAR;SIERRA NEVADA DE SANTA MARTA;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU);1;0;0;0;1;0;1;0;1;;;7;ARMA DE FUEGO - OBJETO CONTUNDENTE;10,55752179;-73,18154931
177169;CR2017177169;2001;10;26;73483;NATAGAIMA;TOLIMA;SUR DEL TOLIMA;INCURSIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;1;0;0;0;1;0;0;0;2;;OCULTAMIENTO DE CADÁVER;10;ARMA DE FUEGO - ARTEFACTO EXPLOSIVO;3,624858538;-75,093478
177229;;2001;02;27;68271;FLORIAN;SANTANDER;PROVINCIA DE VELEZ;CITACIÓN;GRUPO PARAMILITAR;AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO;0;0;0;0;0;0;0;0;0;;;4;ARMA DE FUEGO;5,804666368;-73,97142307
179433;;2001;08;14;52835;SAN ANDRES DE TUMACO;NARIÑO;ANDEN PACIFICO SUR;RUTA;GRUPO PARAMILITAR;BLOQUE CENTRAL BOLÍVAR;0;0;0;0;0;0;0;0;0;;SEÑALAMIENTO;6;ARMA DE FUEGO;1,807399;-78,764073
181197;;1999;06;15;05690;SANTO DOMINGO;ANTIOQUIA;NORDESTE ANTIOQUEÑO;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;3;;;4;ARMA CORTO PUNZANTE - ARMA DE FUEGO - OBJETO CONTUNDENTE;6,481044132;-75,14260097
181342;;2000;03;26;05893;YONDO;ANTIOQUIA;MAGDALENA MEDIO;INCURSIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;1;0;0;1;0;0;0;5;;;5;ARMA DE FUEGO;6,925159318;-74,15824041
181507;CR2017181507;2005;04;06;13458;MONTECRISTO;BOLIVAR;LA MOJANA;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;1;1;0;0;1;1;0;1;3;;OCULTAMIENTO DE CADÁVER;7;OBJETO CONTUNDENTE;8,065312257;-74,58612444
182209;;2001;11;02;23001;MONTERIA;CORDOBA;ALTO SINU Y SAN JORGE;ASALTO;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;1;0;2;0;0;;VENTA A BAJO PRECIO;7;ARMA DE FUEGO;8,74513;-75,875576
183845;CR013425;2001;05;21;13052;ARJONA;BOLIVAR;CANAL DEL DIQUE;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;6;ARMA DE FUEGO;10,11920214;-75,47583781
184027;;2002;05;13;17524;PALESTINA;CALDAS;EJE CAFETERO;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;1;0;0;0;1;3;0;0;;;4;ARMA DE FUEGO;5,111053843;-75,70292865
184609;;1988;04;19;50573;PUERTO LOPEZ;META;ALTILLANURA;RETENCIÓN/EJECUCIÓN;GRUPO ARMADO NO IDENTIFICADO;NO APLICA;0;1;0;0;1;0;1;0;0;;;4;ARMA DE FUEGO;4,056789254;-73,04789452
184670;;2002;03;16;54810;TIBU;NORTE DE SANTANDER;CATATUMBO;DESCONOCIDA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;5;ARMA DE FUEGO;8,713507237;-72,79925855
185200;;2001;05;26;20178;CHIRIGUANA;CESAR;SERRANIA DEL PERIJA;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;0;;;4;ND;9,426648354;-73,54797894
18840;CR049009;2002;09;23;44430;MAICAO;LA GUAJIRA;ALTA GUAJIRA;FALSO POSITIVO;AGENTE DEL ESTADO - GRUPO PARAMILITAR;NO APLICA;0;0;0;0;0;0;1;0;0;;;4;ARMA DE FUEGO;11,38157764;-72,29500818
205443;;2006;05;06;18205;CURILLO;CAQUETA;FLORENCIA Y AREA DE INFLUENCIA;ASALTO;GRUPO ARMADO NO IDENTIFICADO;NO APLICA;0;0;0;0;0;0;0;0;0;;;8;ARMA CORTO PUNZANTE - ARMA DE FUEGO;1,115379292;-75,97328452
208520;;2004;07;01;85001;YOPAL;CASANARE;PIEDEMONTE LLANERO;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;NO IDENTIFICADO;0;1;0;0;0;0;0;1;4;;;4;ND;5,242744761;-72,25802857
210267;;2000;09;24;05649;SAN CARLOS;ANTIOQUIA;ORIENTE ANTIOQUEÑO;ASALTO;GRUPO PARAMILITAR;NO IDENTIFICADO;0;0;0;0;1;0;0;0;0;;;4;ND;6,193789659;-74,90732769
218398;;1989;11;13;20011;AGUACHICA;CESAR;MAGDALENA MEDIO;RETENCIÓN/EJECUCIÓN;GRUPO ARMADO NO IDENTIFICADO;NO APLICA;0;1;0;0;0;0;0;0;0;;;4;ND;8,38465545;-73,60916412
223435;CR2017223435;1992;09;14;17614;RIOSUCIO;CALDAS;EJE CAFETERO;RETENCIÓN/EJECUCIÓN;GRUPO ARMADO NO IDENTIFICADO;GRUPO ARMADO NO DIRIMIDO;0;1;0;0;1;0;1;0;0;;;4;ND;5,442275418;-75,75220499
224424;;1993;03;20;20011;AGUACHICA;CESAR;MAGDALENA MEDIO;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;AUTODEFENSAS CAMPESINAS DEL SUR DEL CESAR;0;0;0;0;0;0;0;0;0;;;4;ND;8,248735219;-73,6227405
227790;;1995;02;07;05044;ANZA;ANTIOQUIA;OCCIDENTE ANTIOQUEÑO;INTERCEPTACIÓN;GRUPO PARAMILITAR;NO IDENTIFICADO;0;0;0;0;0;0;0;0;1;;OCULTAMIENTO DE CADÁVER;5;ND;6,293546613;-75,91736927
229638;CR2017229638;1996;11;17;20032;ASTREA;CESAR;SERRANIA DEL PERIJA;RUTA;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;1;0;0;0;0;0;0;1;;;4;ARMA DE FUEGO;9,498062;-73,975842
231678;;1996;10;04;20770;SAN MARTIN;CESAR;MAGDALENA MEDIO;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;1;0;;;4;ARMA DE FUEGO;7,999855;-73,510914
232758;;1997;01;25;05490;NECOCLI;ANTIOQUIA;URABA;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;1;0;1;0;0;0;0;8;;OCULTAMIENTO DE CADÁVER;8;ND;8,493728551;-76,67699588
237259;CR2017237259;1998;08;09;68081;BARRANCABERMEJA;SANTANDER;MAGDALENA MEDIO;RETENCIÓN/EJECUCIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;1;0;0;0;3;;;4;ARMA DE FUEGO;6,940800534;-73,76431517
238207;;1998;10;25;05649;SAN CARLOS;ANTIOQUIA;ORIENTE ANTIOQUEÑO;INCURSIÓN;GRUPO PARAMILITAR;AUTODEFENSAS UNIDAS DE COLOMBIA AUC;0;0;0;0;0;0;0;0;4;;;13;ARMA CORTO PUNZANTE - ARMA DE FUEGO;6,193789659;-74,90732769
